clk,period,time
3,298,594506
1,999,1966106
2,492,986606
3,300,594807
1,1000,1967106
2,507,987114
3,317,595124
1,1000,1968106
2,492,987606
3,282,595406
1,999,1969106
2,507,988114
3,301,595708
1,999,1970106
2,492,988607
3,298,596006
1,1000,1971106
2,507,989114
3,300,596306
1,1000,1972106
2,492,989607
3,309,596616
1,1000,1973106
2,507,990114
3,290,596906
1,1000,1974106
2,492,990607
3,301,597208
1,999,1975106
2,507,991114
3,298,597506
1,1000,1976106
2,492,991607
3,300,597807
1,999,1977106
2,507,992114
3,317,598124
1,1000,1978106
2,492,992607
3,282,598406
1,999,1979106
2,507,993114
3,301,598708
1,1000,1980106
2,492,993607
3,298,599006
1,999,1981106
2,507,994114
3,299,599306
1,1000,1982106
2,492,994607
3,309,599616
1,999,1983106
2,507,995114
3,290,599906
1,1000,1984106
2,492,995607
3,301,600208
1,1000,1985106
2,507,996114
3,298,600506
1,1000,1986106
2,492,996606
3,300,600806
1,999,1987106
2,507,997114
3,317,601123
1,1000,1988106
2,492,997607
3,282,601406
1,999,1989106
2,507,998114
3,301,601708
1,1000,1990106
2,492,998607
3,298,602006
1,999,1991106
2,507,999114
3,299,602306
1,1000,1992106
2,492,999606
3,309,602616
1,999,1993106
2,507,1000114
3,290,602906
1,1000,1994106
2,492,1000606
3,301,603208
1,999,1995106
2,507,1001114
3,298,603506
1,1000,1996106
2,492,1001607
3,300,603806
1,999,1997106
2,507,1002114
3,317,604124
1,1000,1998106
2,492,1002606
3,282,604406
1,999,1999106
2,507,1003114
3,301,604708
1,1000,2000106
2,492,1003606
3,298,605006
1,1000,2001106
2,507,1004114
3,300,605306
1,999,2002106
2,492,1004606
3,309,605616
1,999,2003106
2,507,1005114
3,290,605906
1,1000,2004106
2,492,1005607
3,301,606208
1,1000,2005106
2,507,1006114
3,298,606506
1,1000,2006106
2,492,1006607
3,300,606806
1,999,2007106
2,507,1007114
3,317,607124
1,1000,2008106
2,492,1007607
3,282,607406
1,1000,2009106
2,507,1008114
3,301,607708
1,999,2010106
2,492,1008607
3,298,608006
1,1000,2011106
2,507,1009114
3,299,608306
1,999,2012106
2,492,1009607
3,309,608616
1,1000,2013106
2,507,1010114
3,290,608906
1,999,2014106
2,492,1010607
3,301,609208
1,1000,2015106
2,507,1011114
3,298,609506
1,1000,2016106
2,492,1011607
3,300,609806
1,999,2017106
2,507,1012114
3,317,610123
1,1000,2018106
2,492,1012606
3,282,610406
1,1000,2019106
2,507,1013114
3,301,610708
1,999,2020106
2,492,1013606
3,298,611006
1,1000,2021106
2,507,1014114
3,299,611306
1,1000,2022106
2,492,1014606
3,309,611616
1,1000,2023106
2,507,1015114
3,290,611906
1,999,2024106
2,492,1015607
3,301,612208
1,1000,2025106
2,507,1016114
3,298,612506
1,999,2026106
2,492,1016607
3,300,612807
1,999,2027106
2,507,1017114
3,316,613124
1,999,2028106
2,492,1017607
3,282,613406
1,1000,2029106
2,507,1018114
3,301,613708
1,999,2030106
2,492,1018606
3,298,614006
1,1000,2031106
2,507,1019114
3,300,614307
1,999,2032106
2,492,1019607
3,309,614616
1,1000,2033106
2,507,1020114
3,290,614906
1,1000,2034106
2,492,1020607
3,301,615208
1,999,2035106
2,507,1021114
3,298,615506
1,999,2036106
2,492,1021606
3,300,615807
1,1000,2037106
2,507,1022114
3,316,616123
1,1000,2038106
2,492,1022607
3,282,616406
1,999,2039106
2,507,1023114
3,301,616708
1,1000,2040106
2,492,1023606
3,298,617006
1,1000,2041106
2,507,1024114
3,299,617306
1,1000,2042106
2,492,1024607
3,309,617616
1,999,2043106
2,507,1025114
3,290,617906
1,1000,2044106
2,492,1025607
3,301,618208
1,999,2045106
2,507,1026114
3,298,618506
1,1000,2046106
2,492,1026607
3,300,618807
1,1000,2047106
2,507,1027114
3,317,619124
1,1000,2048106
2,492,1027606
3,282,619406
1,999,2049106
2,507,1028114
3,301,619708
1,1000,2050106
2,492,1028607
3,298,620006
1,1000,2051106
2,507,1029114
3,300,620306
1,1000,2052106
2,492,1029607
3,309,620616
1,999,2053106
2,507,1030114
3,290,620906
1,1000,2054106
2,492,1030607
3,301,621208
1,1000,2055106
2,507,1031114
3,298,621506
1,1000,2056106
2,492,1031606
3,300,621807
1,999,2057106
2,507,1032114
3,317,622124
1,1000,2058106
2,492,1032606
3,282,622406
1,1000,2059106
2,507,1033114
3,301,622708
1,1000,2060106
2,492,1033607
3,298,623006
1,999,2061106
2,507,1034114
3,300,623307
1,1000,2062106
2,492,1034607
3,309,623616
1,1000,2063106
2,507,1035114
3,290,623906
1,1000,2064106
2,492,1035607
3,301,624208
1,999,2065106
2,507,1036114
3,298,624506
1,1000,2066106
2,492,1036606
3,300,624806
1,999,2067106
2,507,1037114
3,317,625123
1,1000,2068106
2,492,1037607
3,282,625406
1,999,2069106
2,507,1038114
3,301,625708
1,1000,2070106
2,492,1038606
3,298,626006
1,1000,2071106
2,507,1039114
3,300,626306
1,1000,2072106
2,492,1039607
3,309,626616
1,1000,2073106
2,507,1040114
3,290,626906
1,999,2074106
2,492,1040607
3,301,627208
1,1000,2075106
2,507,1041114
3,298,627506
1,1000,2076106
2,492,1041606
3,300,627806
1,999,2077106
2,507,1042114
3,317,628124
1,999,2078106
2,492,1042607
3,282,628406
1,1000,2079106
2,507,1043114
3,301,628708
1,1000,2080106
2,492,1043607
3,298,629006
1,999,2081106
2,507,1044114
3,300,629307
1,999,2082106
2,492,1044607
3,309,629616
1,1000,2083106
2,507,1045114
3,290,629906
1,999,2084106
2,492,1045606
3,301,630208
1,1000,2085106
2,507,1046114
3,298,630506
1,999,2086106
2,492,1046607
3,300,630806
1,1000,2087106
2,507,1047114
3,317,631124
1,999,2088106
2,492,1047606
3,282,631406
1,1000,2089106
2,507,1048114
3,301,631708
1,1000,2090106
2,492,1048606
3,298,632006
1,999,2091106
2,507,1049114
3,300,632306
1,1000,2092106
2,492,1049607
3,309,632616
1,1000,2093106
2,507,1050114
3,290,632906
1,999,2094106
2,492,1050606
3,301,633208
1,1000,2095106
2,507,1051114
3,298,633506
1,999,2096106
2,492,1051607
3,300,633806
1,1000,2097106
2,507,1052114
3,317,634123
1,999,2098106
2,492,1052607
3,282,634406
1,1000,2099106
2,507,1053114
3,301,634708
1,999,2100106
2,492,1053606
3,298,635006
1,1000,2101106
2,507,1054114
3,300,635306
1,999,2102106
2,492,1054607
3,309,635616
1,999,2103106
2,507,1055114
3,290,635906
1,1000,2104106
2,492,1055607
3,301,636208
1,1000,2105106
2,507,1056114
3,298,636506
1,999,2106106
2,492,1056607
3,300,636807
1,1000,2107106
2,507,1057114
3,317,637124
1,1000,2108106
2,492,1057606
3,282,637406
1,999,2109106
2,507,1058114
3,301,637708
1,1000,2110106
2,492,1058606
3,298,638006
1,999,2111106
2,507,1059114
3,300,638306
1,1000,2112106
2,492,1059607
3,309,638616
1,999,2113106
2,507,1060114
3,290,638906
1,1000,2114106
2,492,1060606
3,301,639208
1,999,2115106
2,507,1061114
3,298,639506
1,1000,2116106
2,492,1061607
3,300,639807
1,999,2117106
2,507,1062114
3,316,640123
1,1000,2118106
2,492,1062606
3,282,640406
1,1000,2119106
2,507,1063114
3,301,640708
1,999,2120106
2,492,1063607
3,298,641006
1,999,2121106
2,507,1064114
3,299,641306
1,1000,2122106
2,492,1064607
3,309,641616
1,1000,2123106
2,507,1065114
3,290,641906
1,1000,2124106
2,492,1065607
3,301,642208
1,1000,2125106
2,507,1066114
3,298,642506
1,1000,2126106
2,492,1066606
3,300,642806
1,1000,2127106
2,507,1067114
3,317,643124
1,999,2128106
2,492,1067606
3,282,643406
1,1000,2129106
2,507,1068114
3,301,643708
1,1000,2130106
2,492,1068606
3,298,644006
1,1000,2131106
2,507,1069114
3,300,644306
1,999,2132106
2,492,1069607
3,309,644616
1,1000,2133106
2,507,1070114
3,290,644906
1,1000,2134106
2,492,1070607
3,301,645208
1,1000,2135106
2,507,1071114
3,298,645506
1,999,2136106
2,492,1071606
3,300,645807
1,1000,2137106
2,507,1072114
3,316,646124
1,1000,2138106
2,492,1072606
3,282,646406
1,999,2139106
2,507,1073114
3,301,646708
1,999,2140106
2,492,1073607
3,298,647006
1,1000,2141106
2,507,1074114
3,299,647306
1,1000,2142106
2,492,1074606
3,309,647616
1,1000,2143106
2,507,1075114
3,290,647906
1,1000,2144106
2,492,1075607
3,301,648208
1,999,2145106
2,507,1076114
3,298,648506
1,1000,2146106
2,492,1076607
3,300,648806
1,999,2147106
2,507,1077114
3,317,649123
1,1000,2148106
2,492,1077606
3,282,649406
1,999,2149106
2,507,1078114
3,301,649708
1,1000,2150106
2,492,1078607
3,298,650006
1,999,2151106
2,507,1079114
3,299,650306
1,1000,2152106
2,492,1079607
3,309,650616
1,999,2153106
2,507,1080114
3,290,650906
1,1000,2154106
2,492,1080606
3,301,651208
1,999,2155106
2,507,1081114
3,298,651506
1,1000,2156106
2,492,1081606
3,300,651807
1,999,2157106
2,507,1082114
3,317,652124
1,1000,2158106
2,492,1082607
3,282,652406
1,1000,2159106
2,507,1083114
3,301,652708
1,1000,2160106
2,492,1083607
3,298,653006
1,999,2161106
2,507,1084114
3,300,653306
1,1000,2162106
2,492,1084607
3,309,653616
1,999,2163106
2,507,1085114
3,290,653906
1,1000,2164106
2,492,1085607
3,301,654208
1,1000,2165106
2,507,1086114
3,298,654506
1,1000,2166106
2,492,1086606
3,300,654807
1,999,2167106
2,507,1087114
3,316,655123
1,1000,2168106
2,492,1087607
3,282,655406
1,999,2169106
2,507,1088114
3,301,655708
1,1000,2170106
2,492,1088607
3,298,656006
1,999,2171106
2,507,1089114
3,299,656306
1,1000,2172106
2,492,1089607
3,309,656616
1,999,2173106
2,507,1090114
3,290,656906
1,1000,2174106
2,492,1090606
3,301,657208
1,1000,2175106
2,507,1091114
3,298,657506
1,999,2176106
2,492,1091607
3,300,657806
1,999,2177106
2,507,1092114
3,317,658124
1,1000,2178106
2,492,1092607
3,282,658406
1,999,2179106
2,507,1093114
3,301,658708
1,1000,2180106
2,492,1093607
3,298,659006
1,999,2181106
2,507,1094114
3,300,659306
1,1000,2182106
2,492,1094606
3,309,659616
1,1000,2183106
2,507,1095114
3,290,659906
1,999,2184106
2,492,1095607
3,301,660208
1,1000,2185106
2,507,1096114
3,298,660506
1,999,2186106
2,492,1096607
3,300,660807
1,1000,2187106
2,507,1097114
3,316,661124
1,999,2188106
2,492,1097607
3,282,661406
1,1000,2189106
2,507,1098114
3,301,661708
1,1000,2190106
2,492,1098606
3,298,662006
1,999,2191106
2,507,1099114
3,300,662306
1,1000,2192106
2,492,1099606
3,309,662616
1,999,2193106
2,507,1100114
3,290,662906
1,999,2194106
2,492,1100607
3,301,663208
1,1000,2195106
2,507,1101114
3,298,663506
1,1000,2196106
2,492,1101606
3,300,663807
1,1000,2197106
2,507,1102114
3,316,664123
1,999,2198106
2,492,1102606
3,282,664406
1,999,2199106
2,507,1103114
3,301,664708
1,1000,2200106
2,492,1103607
3,298,665006
1,1000,2201106
2,507,1104114
3,299,665306
1,1000,2202106
2,492,1104606
3,309,665616
1,999,2203106
2,507,1105114
3,290,665906
1,1000,2204106
2,492,1105606
3,301,666208
1,999,2205106
2,507,1106114
3,298,666506
1,1000,2206106
2,492,1106607
3,300,666806
1,999,2207106
2,507,1107114
3,317,667124
1,1000,2208106
2,492,1107607
3,282,667406
1,1000,2209106
2,507,1108114
3,301,667708
1,999,2210106
2,492,1108607
3,298,668006
1,1000,2211106
2,507,1109114
3,300,668306
1,999,2212106
2,492,1109607
3,309,668616
1,1000,2213106
2,507,1110114
3,290,668906
1,1000,2214106
2,492,1110607
3,301,669208
1,999,2215106
2,507,1111114
3,298,669506
1,1000,2216106
2,492,1111606
3,300,669807
1,999,2217106
2,507,1112114
3,317,670124
1,1000,2218106
2,492,1112606
3,282,670406
1,999,2219106
2,507,1113114
3,301,670708
1,1000,2220106
2,492,1113607
3,298,671006
1,999,2221106
2,507,1114114
3,300,671306
1,1000,2222106
2,492,1114607
3,309,671616
1,999,2223106
2,507,1115114
3,290,671906
1,1000,2224106
2,492,1115607
3,301,672208
1,1000,2225106
2,507,1116114
3,298,672506
1,1000,2226106
2,492,1116606
3,300,672806
1,999,2227106
2,507,1117114
3,317,673124
1,1000,2228106
2,492,1117606
3,282,673406
1,1000,2229106
2,507,1118114
3,301,673708
1,1000,2230106
2,492,1118607
3,298,674006
1,999,2231106
2,507,1119114
3,299,674306
1,1000,2232106
2,492,1119606
3,309,674616
1,1000,2233106
2,507,1120114
3,290,674906
1,1000,2234106
2,492,1120606
3,301,675208
1,999,2235106
2,507,1121114
3,298,675506
1,1000,2236106
2,492,1121606
3,300,675807
1,999,2237106
2,507,1122114
3,317,676124
1,1000,2238106
2,492,1122607
3,282,676406
1,1000,2239106
2,507,1123114
3,301,676708
1,999,2240106
2,492,1123607
3,298,677006
1,1000,2241106
2,507,1124114
3,300,677306
1,1000,2242106
2,492,1124607
3,309,677616
1,1000,2243106
2,507,1125114
3,290,677906
1,1000,2244106
2,492,1125606
3,301,678208
1,1000,2245106
2,507,1126114
3,298,678506
1,1000,2246106
2,492,1126606
3,300,678806
1,1000,2247106
2,507,1127114
3,317,679123
1,999,2248106
2,492,1127607
3,282,679406
1,1000,2249106
2,507,1128114
3,301,679708
1,999,2250106
2,492,1128606
3,298,680006
1,1000,2251106
2,507,1129114
3,300,680306
1,1000,2252106
2,492,1129607
3,309,680616
1,999,2253106
2,507,1130114
3,290,680906
1,1000,2254106
2,492,1130606
3,301,681208
1,1000,2255106
2,507,1131114
3,298,681506
1,999,2256106
2,492,1131606
3,300,681807
1,1000,2257106
2,507,1132114
3,317,682124
1,1000,2258106
2,492,1132607
3,282,682406
1,999,2259106
2,507,1133114
3,301,682708
1,999,2260106
2,492,1133607
3,298,683006
1,1000,2261106
2,507,1134114
3,300,683306
1,1000,2262106
2,492,1134606
3,309,683616
1,999,2263106
2,507,1135114
3,290,683906
1,1000,2264106
2,492,1135606
3,301,684208
1,999,2265106
2,507,1136114
3,298,684506
1,1000,2266106
2,492,1136607
3,300,684806
1,1000,2267106
2,507,1137114
3,317,685124
1,999,2268106
2,492,1137606
3,282,685406
1,1000,2269106
2,507,1138114
3,301,685708
1,1000,2270106
2,492,1138606
3,298,686006
1,999,2271106
2,507,1139114
3,300,686306
1,1000,2272106
2,492,1139606
3,309,686616
1,1000,2273106
2,507,1140114
3,290,686906
1,1000,2274106
2,492,1140607
3,301,687208
1,1000,2275106
2,507,1141114
3,298,687506
1,999,2276106
2,492,1141606
3,300,687806
1,999,2277106
2,507,1142114
3,317,688123
1,1000,2278106
2,492,1142607
3,282,688406
1,1000,2279106
2,507,1143114
3,301,688708
1,1000,2280106
2,492,1143606
3,298,689006
1,999,2281106
2,507,1144114
3,299,689306
1,1000,2282106
2,492,1144606
3,309,689616
1,1000,2283106
2,507,1145114
3,290,689906
1,999,2284106
2,492,1145607
3,301,690208
1,1000,2285106
2,507,1146114
3,298,690506
1,999,2286106
2,492,1146606
3,300,690806
1,1000,2287106
2,507,1147114
3,317,691124
1,999,2288106
2,492,1147606
3,282,691406
1,1000,2289106
2,507,1148114
3,301,691708
1,999,2290106
2,492,1148606
3,298,692006
1,1000,2291106
2,507,1149114
3,299,692306
1,999,2292106
2,492,1149606
3,309,692616
1,1000,2293106
2,507,1150114
3,290,692906
1,999,2294106
2,492,1150606
3,301,693208
1,1000,2295106
2,507,1151114
3,298,693506
1,999,2296106
2,492,1151607
3,300,693807
1,1000,2297106
2,507,1152114
3,316,694123
1,999,2298106
2,492,1152606
3,282,694406
1,1000,2299106
2,507,1153114
3,301,694708
1,1000,2300106
2,492,1153606
3,298,695006
1,999,2301106
2,507,1154114
3,300,695306
1,999,2302106
2,492,1154607
3,309,695616
1,1000,2303106
2,507,1155114
3,290,695906
1,1000,2304106
2,492,1155606
3,301,696208
1,1000,2305106
2,507,1156114
3,298,696506
1,999,2306106
2,492,1156607
3,300,696806
1,1000,2307106
2,507,1157114
3,317,697124
1,1000,2308106
2,492,1157606
3,282,697406
1,999,2309106
2,507,1158114
3,301,697708
1,999,2310106
2,492,1158607
3,298,698006
1,1000,2311106
2,507,1159114
3,300,698306
1,1000,2312106
2,492,1159606
3,309,698616
1,999,2313106
2,507,1160114
3,290,698906
1,1000,2314106
2,492,1160607
3,301,699208
1,999,2315106
2,507,1161114
3,298,699506
1,1000,2316106
2,492,1161607
3,300,699807
1,999,2317106
2,507,1162114
3,317,700124
1,1000,2318106
2,492,1162607
3,282,700406
1,1000,2319106
2,507,1163114
3,301,700708
1,1000,2320106
2,492,1163607
3,298,701006
1,1000,2321106
2,507,1164114
3,300,701306
1,999,2322106
2,492,1164607
3,309,701616
1,1000,2323106
2,507,1165114
3,290,701906
1,1000,2324106
2,492,1165606
3,301,702208
1,999,2325106
2,507,1166114
3,298,702506
1,1000,2326106
2,492,1166606
3,300,702806
1,999,2327106
2,507,1167114
3,317,703124
1,1000,2328106
2,492,1167607
3,282,703406
1,999,2329106
2,507,1168114
3,301,703708
1,1000,2330106
2,492,1168607
3,298,704006
1,999,2331106
2,507,1169114
3,299,704306
1,1000,2332106
2,492,1169606
3,309,704616
1,999,2333106
2,507,1170114
3,290,704906
1,1000,2334106
2,492,1170606
3,301,705208
1,999,2335106
2,507,1171114
3,298,705506
1,1000,2336106
2,492,1171606
3,300,705806
1,999,2337106
2,507,1172114
3,317,706124
1,1000,2338106
2,492,1172607
3,282,706406
1,999,2339106
2,507,1173114
3,301,706708
1,1000,2340106
2,492,1173607
3,298,707006
1,999,2341106
2,507,1174114
3,300,707306
1,1000,2342106
2,492,1174607
3,309,707616
1,999,2343106
2,507,1175114
3,290,707906
1,999,2344106
2,492,1175607
3,301,708208
1,1000,2345106
2,507,1176114
3,298,708506
1,1000,2346106
2,492,1176607
3,300,708807
1,999,2347106
2,507,1177114
3,317,709124
1,999,2348106
2,492,1177607
3,282,709406
1,1000,2349106
2,507,1178114
3,301,709708
1,1000,2350106
2,492,1178607
3,298,710006
1,999,2351106
2,507,1179114
3,300,710307
1,999,2352106
2,492,1179606
3,309,710616
1,1000,2353106
2,507,1180114
3,290,710906
1,999,2354106
2,492,1180607
3,301,711208
1,1000,2355106
2,507,1181114
3,298,711506
1,999,2356106
2,492,1181607
3,300,711806
1,1000,2357106
2,507,1182114
3,317,712123
1,999,2358106
2,492,1182607
3,282,712406
1,1000,2359106
2,507,1183114
3,301,712708
1,999,2360106
2,492,1183607
3,298,713006
1,1000,2361106
2,507,1184114
3,299,713306
1,999,2362106
2,492,1184607
3,309,713616
1,1000,2363106
2,507,1185114
3,290,713906
1,999,2364106
2,492,1185606
3,301,714208
1,1000,2365106
2,507,1186114
3,298,714506
1,1000,2366106
2,492,1186607
3,300,714806
1,1000,2367106
2,507,1187114
3,317,715124
1,999,2368106
2,492,1187607
3,282,715406
1,1000,2369106
2,507,1188114
3,301,715708
1,999,2370106
2,492,1188606
3,298,716006
1,1000,2371106
2,507,1189114
3,300,716306
1,1000,2372106
2,492,1189607
3,309,716616
1,999,2373106
2,507,1190114
3,290,716906
1,1000,2374106
2,492,1190607
3,301,717208
1,1000,2375106
2,507,1191114
3,298,717506
1,999,2376106
2,492,1191606
3,300,717807
1,999,2377106
2,507,1192114
3,317,718124
1,999,2378106
2,492,1192606
3,282,718406
1,1000,2379106
2,507,1193114
3,301,718708
1,1000,2380106
2,492,1193607
3,298,719006
1,999,2381106
2,507,1194114
3,300,719306
1,1000,2382106
2,492,1194606
3,309,719616
1,999,2383106
2,507,1195114
3,290,719906
1,1000,2384106
2,492,1195607
3,301,720208
1,999,2385106
2,507,1196114
3,298,720506
1,1000,2386106
2,492,1196607
3,300,720806
1,999,2387106
2,507,1197114
3,317,721123
1,1000,2388106
2,492,1197606
3,282,721406
1,999,2389106
2,507,1198114
3,301,721708
1,1000,2390106
2,492,1198607
3,298,722006
1,1000,2391106
2,507,1199114
3,300,722306
1,999,2392106
2,492,1199607
3,309,722616
1,1000,2393106
2,507,1200114
3,290,722906
1,1000,2394106
2,492,1200606
3,301,723208
1,1000,2395106
2,507,1201114
3,298,723506
1,999,2396106
2,492,1201606
3,300,723806
1,1000,2397106
2,507,1202114
3,317,724124
1,999,2398106
2,492,1202607
3,282,724406
1,1000,2399106
2,507,1203114
3,301,724708
1,1000,2400106
2,492,1203607
3,298,725006
1,1000,2401106
2,507,1204114
3,300,725306
1,999,2402106
2,492,1204606
3,309,725616
1,1000,2403106
2,507,1205114
3,290,725906
1,1000,2404106
2,492,1205606
3,301,726208
1,1000,2405106
2,507,1206114
3,298,726506
1,999,2406106
2,492,1206607
3,300,726807
1,1000,2407106
2,507,1207114
3,317,727124
1,1000,2408106
2,492,1207607
3,282,727406
1,1000,2409106
2,507,1208114
3,301,727708
1,999,2410106
2,492,1208606
3,298,728006
1,1000,2411106
2,507,1209114
3,300,728306
1,1000,2412106
2,492,1209606
3,309,728616
1,999,2413106
2,507,1210114
3,290,728906
1,1000,2414106
2,492,1210607
3,301,729208
1,999,2415106
2,507,1211114
3,298,729506
1,1000,2416106
2,492,1211607
3,300,729806
1,999,2417106
2,507,1212114
3,317,730123
1,1000,2418106
2,492,1212606
3,282,730406
1,999,2419106
2,507,1213114
3,301,730708
1,1000,2420106
2,492,1213606
3,298,731006
1,1000,2421106
2,507,1214114
3,299,731306
1,1000,2422106
2,492,1214607
3,309,731616
1,999,2423106
2,507,1215114
3,290,731906
1,1000,2424106
2,492,1215607
3,301,732208
1,999,2425106
2,507,1216114
3,298,732506
1,1000,2426106
2,492,1216606
3,300,732806
1,999,2427106
2,507,1217114
3,317,733124
1,1000,2428106
2,492,1217606
3,282,733406
1,1000,2429106
2,507,1218114
3,301,733708
1,1000,2430106
2,492,1218606
3,298,734006
1,1000,2431106
2,507,1219114
3,300,734306
1,999,2432106
2,492,1219607
3,309,734616
1,1000,2433106
2,507,1220114
3,290,734906
1,999,2434106
2,492,1220606
3,301,735208
1,999,2435106
2,507,1221114
3,298,735506
1,1000,2436106
2,492,1221606
3,300,735807
1,999,2437106
2,507,1222114
3,317,736124
1,1000,2438106
2,492,1222607
3,282,736406
1,999,2439106
2,507,1223114
3,301,736708
1,1000,2440106
2,492,1223607
3,298,737006
1,1000,2441106
2,507,1224114
3,300,737306
1,999,2442106
2,492,1224607
3,309,737616
1,1000,2443106
2,507,1225114
