clk,period,time
1,1000,3823108
2,509,1915116
3,290,1151906
1,999,3824108
2,490,1915606
3,301,1152208
1,1000,3825108
2,509,1916116
3,298,1152506
1,1000,3826108
2,490,1916606
3,300,1152807
1,1000,3827108
2,509,1917116
3,317,1153124
1,1000,3828108
2,490,1917606
3,282,1153406
1,1000,3829108
2,509,1918116
3,301,1153708
1,1000,3830108
2,490,1918606
3,298,1154006
1,1000,3831108
2,509,1919116
3,300,1154306
1,1000,3832108
2,490,1919606
3,309,1154616
1,1000,3833108
2,509,1920116
3,290,1154906
1,1000,3834108
2,490,1920606
3,301,1155208
1,1000,3835108
2,509,1921116
3,298,1155506
1,1000,3836108
2,490,1921606
3,300,1155807
1,1000,3837108
2,509,1922116
3,316,1156123
1,1000,3838108
2,490,1922606
3,282,1156406
1,1000,3839108
2,509,1923116
3,301,1156708
1,999,3840108
2,490,1923606
3,298,1157006
1,1000,3841108
2,509,1924116
3,300,1157306
1,1000,3842108
2,490,1924606
3,309,1157616
1,1000,3843108
2,509,1925116
3,290,1157906
1,999,3844108
2,490,1925606
3,301,1158208
1,1000,3845108
2,509,1926116
3,298,1158506
1,1000,3846108
2,490,1926606
3,300,1158807
1,1000,3847108
2,509,1927116
3,317,1159124
1,999,3848108
2,490,1927606
3,282,1159406
1,1000,3849108
2,509,1928116
3,301,1159708
1,1000,3850108
2,490,1928606
3,298,1160006
1,1000,3851108
2,509,1929116
3,299,1160306
1,1000,3852108
2,490,1929606
3,309,1160616
1,1000,3853108
2,509,1930116
3,290,1160906
1,999,3854108
2,490,1930606
3,301,1161208
1,1000,3855108
2,509,1931116
3,298,1161506
1,1000,3856108
2,490,1931606
3,300,1161807
1,1000,3857108
2,509,1932116
3,317,1162124
1,999,3858108
2,490,1932606
3,282,1162406
1,1000,3859108
2,509,1933116
3,301,1162708
1,1000,3860108
2,490,1933606
3,298,1163006
1,999,3861108
2,509,1934116
3,299,1163306
1,1000,3862108
2,490,1934606
3,309,1163616
1,1000,3863108
2,509,1935116
3,290,1163906
1,1000,3864108
2,490,1935606
3,301,1164208
1,1000,3865108
2,509,1936116
3,298,1164506
1,999,3866108
2,490,1936606
3,300,1164807
1,1000,3867108
2,509,1937116
3,317,1165124
1,1000,3868108
2,490,1937606
3,282,1165406
1,999,3869108
2,509,1938116
3,301,1165708
1,1000,3870108
2,490,1938606
3,298,1166006
1,999,3871108
2,509,1939116
3,300,1166306
1,1000,3872108
2,490,1939606
3,309,1166616
1,1000,3873108
2,509,1940116
3,290,1166906
1,1000,3874108
2,490,1940606
3,301,1167208
1,1000,3875108
2,509,1941116
3,298,1167506
1,1000,3876108
2,490,1941606
3,300,1167806
1,999,3877108
2,509,1942116
3,317,1168123
1,1000,3878108
2,490,1942606
3,282,1168406
1,999,3879108
2,509,1943116
3,301,1168708
1,1000,3880108
2,490,1943606
3,298,1169006
1,1000,3881108
2,510,1944116
3,300,1169306
1,999,3882108
2,490,1944606
3,309,1169616
1,1000,3883108
2,509,1945116
3,290,1169906
1,999,3884108
2,490,1945606
3,301,1170208
1,1000,3885108
2,509,1946116
3,298,1170506
1,1000,3886108
2,490,1946606
3,300,1170807
1,1000,3887108
2,509,1947116
3,317,1171124
1,1000,3888108
2,490,1947606
3,282,1171406
1,1000,3889108
2,509,1948116
3,301,1171708
1,1000,3890108
2,490,1948606
3,298,1172006
1,999,3891108
2,509,1949116
3,300,1172306
1,1000,3892108
2,490,1949606
3,309,1172616
1,1000,3893108
2,509,1950116
3,290,1172906
1,1000,3894108
2,490,1950606
3,301,1173208
1,1000,3895108
2,509,1951116
3,298,1173506
1,1000,3896108
2,490,1951606
3,300,1173806
1,1000,3897108
2,509,1952116
3,317,1174124
1,999,3898108
2,490,1952606
3,282,1174406
1,1000,3899108
2,509,1953116
3,301,1174708
1,1000,3900108
2,490,1953606
3,298,1175006
1,1000,3901108
2,509,1954116
3,299,1175306
1,999,3902108
2,490,1954606
3,309,1175616
1,1000,3903108
2,509,1955116
3,290,1175906
1,1000,3904108
2,490,1955606
3,301,1176208
1,1000,3905108
2,509,1956116
3,298,1176506
1,999,3906108
2,490,1956606
3,300,1176806
1,1000,3907108
2,509,1957116
3,317,1177124
1,1000,3908108
2,490,1957606
3,282,1177406
1,1000,3909108
2,509,1958116
3,301,1177708
1,999,3910108
2,490,1958606
3,298,1178006
1,1000,3911108
2,509,1959116
3,300,1178306
1,1000,3912108
2,490,1959606
3,309,1178616
1,1000,3913108
2,510,1960116
3,290,1178906
1,1000,3914108
2,489,1960606
3,301,1179208
1,1000,3915108
2,509,1961116
3,298,1179506
1,1000,3916108
2,490,1961606
3,300,1179806
1,1000,3917108
2,509,1962116
3,317,1180124
1,1000,3918108
2,490,1962606
3,282,1180406
1,1000,3919108
2,509,1963116
3,301,1180708
1,1000,3920108
2,490,1963606
3,298,1181006
1,999,3921108
2,509,1964116
3,300,1181306
1,1000,3922108
2,490,1964606
3,309,1181616
1,1000,3923108
2,509,1965116
3,290,1181906
1,1000,3924108
2,490,1965606
3,301,1182208
1,1000,3925108
2,509,1966116
3,298,1182506
1,1000,3926108
2,490,1966606
3,300,1182807
1,1000,3927108
2,509,1967116
3,317,1183124
1,1000,3928108
2,490,1967606
3,282,1183406
1,1000,3929108
2,509,1968116
3,301,1183708
1,1000,3930108
2,489,1968606
3,298,1184006
1,999,3931108
2,509,1969116
3,300,1184306
1,1000,3932108
2,490,1969606
3,309,1184616
1,1000,3933108
2,509,1970116
3,290,1184906
1,999,3934108
2,490,1970606
3,301,1185208
1,1000,3935108
2,509,1971116
3,298,1185506
1,999,3936108
2,490,1971606
3,300,1185807
1,1000,3937108
2,509,1972116
3,316,1186123
1,1000,3938108
2,490,1972606
3,282,1186406
1,999,3939108
2,509,1973116
3,301,1186708
1,1000,3940108
2,490,1973606
3,298,1187006
1,1000,3941108
2,509,1974116
3,299,1187306
1,999,3942108
2,490,1974606
3,309,1187616
1,1000,3943108
2,509,1975116
3,290,1187906
1,1000,3944108
2,490,1975606
3,301,1188208
1,1000,3945108
2,509,1976116
3,298,1188506
1,999,3946108
2,490,1976606
3,300,1188807
1,1000,3947108
2,509,1977116
3,317,1189124
1,999,3948108
2,490,1977606
3,282,1189406
1,1000,3949108
2,509,1978116
3,301,1189708
1,1000,3950108
2,490,1978606
3,298,1190006
1,999,3951108
2,509,1979116
3,300,1190306
1,1000,3952108
2,490,1979606
3,309,1190616
1,999,3953108
2,509,1980116
3,290,1190906
1,999,3954108
2,490,1980606
3,301,1191208
1,1000,3955108
2,509,1981116
3,298,1191506
1,999,3956108
2,490,1981606
3,300,1191807
1,1000,3957108
2,509,1982116
3,317,1192124
1,1000,3958108
2,490,1982606
3,282,1192406
1,1000,3959108
2,509,1983116
3,301,1192708
1,1000,3960108
2,490,1983606
3,298,1193006
1,1000,3961108
2,509,1984116
3,300,1193306
1,1000,3962108
2,490,1984606
3,309,1193616
1,1000,3963108
2,509,1985116
3,290,1193906
1,999,3964108
2,490,1985606
3,301,1194208
1,1000,3965108
2,509,1986116
3,298,1194506
1,1000,3966108
2,490,1986606
3,300,1194807
1,1000,3967108
2,509,1987116
3,317,1195124
1,999,3968108
2,490,1987606
3,282,1195406
1,1000,3969108
2,509,1988116
3,301,1195708
1,1000,3970108
2,490,1988606
3,298,1196006
1,1000,3971108
2,509,1989116
3,300,1196306
1,999,3972108
2,490,1989606
3,309,1196616
1,1000,3973108
2,509,1990116
3,290,1196906
1,1000,3974108
2,490,1990606
3,301,1197208
1,999,3975108
2,509,1991116
3,298,1197506
1,1000,3976108
2,490,1991606
3,300,1197807
1,1000,3977108
2,509,1992116
3,317,1198124
1,999,3978108
2,490,1992606
3,282,1198406
1,1000,3979108
2,509,1993116
3,301,1198708
1,1000,3980108
2,490,1993606
3,298,1199006
1,999,3981108
2,509,1994116
3,299,1199306
1,1000,3982108
2,490,1994606
3,309,1199616
1,1000,3983108
2,509,1995116
3,290,1199906
1,1000,3984108
2,490,1995606
3,301,1200208
1,999,3985108
2,509,1996116
3,298,1200506
1,1000,3986108
2,490,1996606
3,300,1200807
1,1000,3987108
2,509,1997116
3,317,1201124
1,1000,3988108
2,490,1997606
3,282,1201406
1,1000,3989108
2,509,1998116
3,301,1201708
1,999,3990108
2,490,1998606
3,298,1202006
1,1000,3991108
2,509,1999116
3,300,1202307
1,999,3992108
2,490,1999606
3,309,1202616
1,1000,3993108
2,509,2000116
3,290,1202906
1,999,3994108
2,490,2000606
3,301,1203208
1,1000,3995108
2,509,2001116
3,298,1203506
1,999,3996108
2,490,2001606
3,300,1203807
1,1000,3997108
2,509,2002116
3,317,1204124
1,999,3998108
2,490,2002606
3,282,1204406
1,1000,3999108
2,509,2003116
3,301,1204708
1,999,4000108
2,490,2003606
3,298,1205006
1,1000,4001108
2,509,2004116
3,300,1205306
1,1000,4002108
2,490,2004606
3,309,1205616
1,999,4003108
2,509,2005116
3,290,1205906
1,1000,4004108
2,490,2005606
3,301,1206208
1,1000,4005108
2,509,2006116
3,298,1206506
1,999,4006108
2,490,2006606
3,300,1206806
1,1000,4007108
2,509,2007116
3,317,1207124
1,1000,4008108
2,490,2007606
3,282,1207406
1,1000,4009108
2,509,2008116
3,301,1207708
1,999,4010108
2,490,2008606
3,298,1208006
1,1000,4011108
2,509,2009116
3,299,1208306
1,1000,4012108
2,490,2009606
3,309,1208616
1,1000,4013108
2,509,2010116
3,290,1208906
1,1000,4014108
2,490,2010606
3,301,1209208
1,999,4015108
2,509,2011116
3,298,1209506
1,1000,4016108
2,490,2011606
3,300,1209806
1,999,4017108
2,509,2012116
3,317,1210124
1,1000,4018108
2,490,2012606
3,282,1210406
1,1000,4019108
2,509,2013116
3,301,1210708
1,1000,4020108
2,490,2013606
3,298,1211006
1,999,4021108
2,509,2014116
3,300,1211306
1,999,4022108
2,490,2014606
3,309,1211616
1,1000,4023108
2,509,2015116
3,290,1211906
1,1000,4024108
2,490,2015606
3,301,1212208
1,999,4025108
2,509,2016116
3,298,1212506
1,1000,4026108
2,490,2016606
3,300,1212807
1,999,4027108
2,509,2017116
3,317,1213124
1,1000,4028108
2,490,2017606
3,282,1213406
1,1000,4029108
2,509,2018116
3,301,1213708
1,1000,4030108
2,490,2018606
3,298,1214006
1,999,4031108
2,509,2019116
3,299,1214306
1,1000,4032108
2,490,2019606
3,309,1214616
1,1000,4033108
2,509,2020116
3,290,1214906
1,999,4034108
2,490,2020606
3,301,1215208
1,1000,4035108
2,509,2021116
3,298,1215506
1,1000,4036108
2,490,2021606
3,300,1215807
1,1000,4037108
2,509,2022116
3,317,1216124
1,999,4038108
2,490,2022606
3,282,1216406
1,1000,4039108
2,509,2023116
3,301,1216708
1,1000,4040108
2,490,2023606
3,298,1217006
1,1000,4041108
2,509,2024116
3,300,1217306
1,1000,4042108
2,490,2024606
3,309,1217616
1,999,4043108
2,509,2025116
3,290,1217906
1,999,4044108
2,490,2025606
3,301,1218208
1,1000,4045108
2,509,2026116
3,298,1218506
1,999,4046108
2,490,2026606
3,300,1218807
1,1000,4047108
2,509,2027116
3,317,1219124
1,1000,4048108
2,490,2027606
3,282,1219406
1,1000,4049108
2,509,2028116
3,301,1219708
1,1000,4050108
2,490,2028606
3,298,1220006
1,1000,4051108
2,509,2029116
3,299,1220306
1,1000,4052108
2,490,2029606
3,309,1220616
1,1000,4053108
2,509,2030116
3,290,1220906
1,1000,4054108
2,490,2030606
3,301,1221208
1,1000,4055108
2,510,2031116
3,298,1221506
1,1000,4056108
2,490,2031606
3,300,1221806
1,1000,4057108
2,509,2032116
3,317,1222124
1,1000,4058108
2,490,2032606
3,282,1222406
1,1000,4059108
2,509,2033116
3,301,1222708
1,999,4060108
2,490,2033606
3,298,1223006
1,1000,4061108
2,509,2034116
3,300,1223306
1,999,4062108
2,490,2034606
3,309,1223616
1,1000,4063108
2,509,2035116
3,290,1223906
1,1000,4064108
2,490,2035606
3,301,1224208
1,1000,4065108
2,509,2036116
3,298,1224506
1,999,4066108
2,490,2036606
3,300,1224807
1,1000,4067108
2,509,2037116
3,316,1225124
1,999,4068108
2,490,2037606
3,282,1225406
1,1000,4069108
2,509,2038116
3,301,1225708
1,1000,4070108
2,490,2038606
3,298,1226006
1,1000,4071108
2,509,2039116
3,300,1226306
1,1000,4072108
2,490,2039606
3,309,1226616
1,1000,4073108
2,509,2040116
3,290,1226906
1,999,4074108
2,490,2040606
3,301,1227208
1,1000,4075108
2,509,2041116
3,298,1227506
1,1000,4076108
2,490,2041606
3,300,1227807
1,1000,4077108
2,509,2042116
3,316,1228124
1,1000,4078108
2,490,2042606
3,282,1228406
1,1000,4079108
2,509,2043116
3,301,1228708
1,999,4080108
2,490,2043606
3,298,1229006
1,1000,4081108
2,509,2044116
3,299,1229306
1,1000,4082108
2,490,2044606
3,309,1229616
1,1000,4083108
2,509,2045116
3,290,1229906
1,1000,4084108
2,490,2045606
3,301,1230208
1,1000,4085108
2,509,2046116
3,298,1230506
1,1000,4086108
2,490,2046606
3,300,1230806
1,999,4087108
2,510,2047116
3,317,1231124
1,1000,4088108
2,490,2047606
3,282,1231406
1,1000,4089108
2,509,2048116
3,301,1231708
1,999,4090108
2,490,2048606
3,298,1232006
1,999,4091108
2,509,2049116
3,300,1232306
1,1000,4092108
2,490,2049606
3,309,1232616
1,1000,4093108
2,509,2050116
3,290,1232906
1,999,4094108
2,489,2050606
3,301,1233208
1,1000,4095108
2,510,2051116
3,298,1233506
1,1000,4096108
2,490,2051606
3,300,1233807
1,999,4097108
2,509,2052116
3,317,1234124
1,1000,4098108
2,490,2052606
3,282,1234406
1,999,4099108
2,509,2053116
3,301,1234708
1,1000,4100108
2,490,2053606
3,298,1235006
1,1000,4101108
2,509,2054116
3,300,1235307
1,999,4102108
2,489,2054606
3,309,1235616
1,1000,4103108
2,510,2055116
3,290,1235906
1,1000,4104108
2,490,2055606
3,301,1236208
1,1000,4105108
2,509,2056116
3,298,1236506
1,1000,4106108
2,490,2056606
3,300,1236807
1,1000,4107108
2,509,2057116
3,316,1237124
1,999,4108108
2,490,2057606
3,282,1237406
1,1000,4109108
2,509,2058116
3,301,1237708
1,999,4110108
2,490,2058606
3,298,1238006
1,1000,4111108
2,510,2059116
3,299,1238306
1,999,4112108
2,490,2059606
3,309,1238616
1,1000,4113108
2,509,2060116
3,290,1238906
1,1000,4114108
2,490,2060606
3,301,1239208
1,1000,4115108
2,509,2061116
3,298,1239506
1,1000,4116108
2,490,2061606
3,300,1239807
1,1000,4117108
2,509,2062116
3,316,1240123
1,1000,4118108
2,490,2062606
3,282,1240406
1,1000,4119108
2,510,2063116
3,301,1240708
1,1000,4120108
2,490,2063606
3,298,1241006
1,1000,4121108
2,509,2064116
3,300,1241306
1,1000,4122108
2,490,2064606
3,309,1241616
1,1000,4123108
2,509,2065116
3,290,1241906
1,999,4124108
2,490,2065606
3,301,1242208
1,999,4125108
2,509,2066116
3,298,1242506
1,1000,4126108
2,490,2066606
3,300,1242806
1,999,4127108
2,509,2067116
3,317,1243124
1,999,4128108
2,490,2067606
3,282,1243406
1,1000,4129108
2,509,2068116
3,301,1243708
1,999,4130108
2,490,2068606
3,298,1244006
1,1000,4131108
2,509,2069116
3,300,1244306
1,1000,4132108
2,490,2069606
3,309,1244616
1,999,4133108
2,509,2070116
3,290,1244906
1,1000,4134108
2,490,2070606
3,301,1245208
1,1000,4135108
2,509,2071116
3,298,1245506
1,1000,4136108
2,490,2071606
3,300,1245807
1,1000,4137108
2,509,2072116
3,316,1246124
1,1000,4138108
2,490,2072606
3,282,1246406
1,1000,4139108
2,509,2073116
3,301,1246708
1,1000,4140108
2,490,2073606
3,298,1247006
1,1000,4141108
2,509,2074116
3,299,1247306
1,999,4142108
2,490,2074606
3,309,1247616
1,1000,4143108
2,509,2075116
3,290,1247906
1,1000,4144108
2,490,2075606
3,301,1248208
1,999,4145108
2,509,2076116
3,298,1248506
1,1000,4146108
2,490,2076606
3,300,1248807
1,1000,4147108
2,509,2077116
3,316,1249123
1,999,4148108
2,490,2077606
3,282,1249406
1,1000,4149108
2,509,2078116
3,301,1249708
1,999,4150108
2,490,2078606
3,298,1250006
1,1000,4151108
2,509,2079116
3,300,1250306
1,1000,4152108
2,490,2079606
3,309,1250616
1,999,4153108
2,510,2080116
3,290,1250906
1,1000,4154108
2,490,2080606
3,301,1251208
1,1000,4155108
2,509,2081116
3,298,1251506
1,1000,4156108
2,490,2081606
3,300,1251806
1,1000,4157108
2,509,2082116
3,317,1252124
1,1000,4158108
2,490,2082606
3,282,1252406
1,999,4159108
2,509,2083116
3,301,1252708
1,1000,4160108
2,490,2083606
3,298,1253006
1,1000,4161108
2,509,2084116
3,300,1253306
1,1000,4162108
2,490,2084606
3,309,1253616
1,999,4163108
2,509,2085116
3,290,1253906
1,1000,4164108
2,490,2085606
3,301,1254208
1,1000,4165108
2,509,2086116
3,298,1254506
1,999,4166108
2,490,2086606
3,300,1254807
1,1000,4167108
2,509,2087116
3,317,1255124
1,1000,4168108
2,490,2087606
3,282,1255406
1,999,4169108
2,509,2088116
3,301,1255708
1,1000,4170108
2,490,2088606
3,298,1256006
1,1000,4171108
2,509,2089116
3,300,1256307
1,999,4172108
2,490,2089606
3,309,1256616
1,999,4173108
2,509,2090116
3,290,1256906
1,1000,4174108
2,490,2090606
3,301,1257208
1,1000,4175108
2,509,2091116
3,298,1257506
1,999,4176108
2,490,2091606
3,300,1257806
1,1000,4177108
2,509,2092116
3,317,1258124
1,1000,4178108
2,490,2092606
3,282,1258406
1,1000,4179108
2,510,2093116
3,301,1258708
1,999,4180108
2,490,2093606
3,298,1259006
1,1000,4181108
2,509,2094116
3,300,1259306
1,1000,4182108
2,490,2094606
3,309,1259616
1,999,4183108
2,509,2095116
3,290,1259906
1,1000,4184108
2,490,2095606
3,301,1260208
1,1000,4185108
2,509,2096116
3,298,1260506
1,1000,4186108
2,490,2096606
3,300,1260807
1,999,4187108
2,510,2097116
3,316,1261123
1,1000,4188108
2,490,2097606
3,282,1261406
1,1000,4189108
2,509,2098116
3,301,1261708
1,999,4190108
2,490,2098606
3,298,1262006
1,999,4191108
2,509,2099116
3,299,1262306
1,1000,4192108
2,490,2099606
3,309,1262616
1,1000,4193108
2,509,2100116
3,290,1262906
1,999,4194108
2,490,2100606
3,301,1263208
1,1000,4195108
2,509,2101116
3,298,1263506
1,999,4196108
2,490,2101606
3,300,1263806
1,1000,4197108
2,509,2102116
3,317,1264124
1,999,4198108
2,490,2102606
3,282,1264406
1,1000,4199108
2,509,2103116
3,301,1264708
1,999,4200108
2,490,2103606
3,298,1265006
1,1000,4201108
2,509,2104116
3,300,1265306
1,999,4202108
2,490,2104606
3,309,1265616
1,1000,4203108
2,510,2105116
3,290,1265906
1,999,4204108
2,490,2105606
3,301,1266208
1,1000,4205108
2,509,2106116
3,298,1266506
1,999,4206108
2,490,2106606
3,300,1266807
1,1000,4207108
2,509,2107116
3,316,1267123
1,1000,4208108
2,490,2107606
3,282,1267406
1,999,4209108
2,509,2108116
3,301,1267708
1,1000,4210108
2,490,2108606
3,298,1268006
1,1000,4211108
2,509,2109116
3,300,1268306
1,1000,4212108
2,490,2109606
3,309,1268616
1,999,4213108
2,509,2110116
3,290,1268906
1,1000,4214108
2,490,2110606
3,301,1269208
1,1000,4215108
2,509,2111116
3,298,1269506
1,1000,4216108
2,490,2111606
3,300,1269806
1,999,4217108
2,509,2112116
3,317,1270124
1,1000,4218108
2,490,2112606
3,282,1270406
1,1000,4219108
2,509,2113116
3,301,1270708
1,1000,4220108
2,490,2113606
3,298,1271006
1,1000,4221108
2,509,2114116
3,300,1271307
1,999,4222108
2,490,2114606
3,309,1271616
1,1000,4223108
2,509,2115116
3,290,1271906
1,1000,4224108
2,490,2115606
3,301,1272208
1,999,4225108
2,509,2116116
3,298,1272506
1,1000,4226108
2,490,2116606
3,300,1272807
1,999,4227108
2,509,2117116
3,316,1273123
1,1000,4228108
2,490,2117606
3,282,1273406
1,999,4229108
2,509,2118116
3,301,1273708
1,1000,4230108
2,490,2118606
3,298,1274006
1,1000,4231108
2,509,2119116
3,299,1274306
1,1000,4232108
2,490,2119606
3,309,1274616
1,1000,4233108
2,509,2120116
3,290,1274906
1,999,4234108
2,490,2120606
3,301,1275208
1,1000,4235108
2,509,2121116
3,298,1275506
1,1000,4236108
2,490,2121606
3,300,1275806
1,999,4237108
2,509,2122116
3,317,1276124
1,1000,4238108
2,490,2122606
3,282,1276406
1,1000,4239108
2,509,2123116
3,301,1276708
1,1000,4240108
2,490,2123606
3,298,1277006
1,999,4241108
2,509,2124116
3,300,1277306
1,1000,4242108
2,490,2124606
3,309,1277616
1,1000,4243108
2,509,2125116
3,290,1277906
1,1000,4244108
2,490,2125606
3,301,1278208
1,1000,4245108
2,510,2126116
3,298,1278506
1,1000,4246108
2,490,2126606
3,300,1278807
1,1000,4247108
2,509,2127116
3,317,1279124
1,999,4248108
2,490,2127606
3,282,1279406
1,1000,4249108
2,509,2128116
3,301,1279708
1,1000,4250108
2,490,2128606
3,298,1280006
1,1000,4251108
2,509,2129116
3,300,1280306
1,1000,4252108
2,490,2129606
3,309,1280616
1,1000,4253108
2,509,2130116
3,290,1280906
1,1000,4254108
2,490,2130606
3,301,1281208
1,1000,4255108
2,509,2131116
3,298,1281506
1,1000,4256108
2,490,2131606
3,300,1281807
1,1000,4257108
2,509,2132116
3,316,1282123
1,1000,4258108
2,490,2132606
3,282,1282406
1,1000,4259108
2,509,2133116
3,301,1282708
1,1000,4260108
2,490,2133606
3,298,1283006
1,1000,4261108
2,509,2134116
3,299,1283306
1,1000,4262108
2,490,2134606
3,309,1283616
1,999,4263108
2,509,2135116
3,290,1283906
1,1000,4264108
2,490,2135606
3,301,1284208
1,1000,4265108
2,509,2136116
3,298,1284506
1,999,4266108
2,490,2136606
3,300,1284807
1,1000,4267108
2,509,2137116
3,317,1285124
1,1000,4268108
2,490,2137606
3,282,1285406
1,999,4269108
2,509,2138116
3,301,1285708
1,1000,4270108
2,490,2138606
3,298,1286006
1,999,4271108
2,509,2139116
3,300,1286306
1,1000,4272108
2,490,2139606
3,309,1286616
1,999,4273108
2,509,2140116
3,290,1286906
1,1000,4274108
2,490,2140606
3,301,1287208
1,1000,4275108
2,509,2141116
3,298,1287506
1,1000,4276108
2,490,2141606
3,300,1287807
1,1000,4277108
2,509,2142116
3,316,1288123
1,999,4278108
2,490,2142606
3,282,1288406
1,1000,4279108
2,509,2143116
3,301,1288708
1,1000,4280108
2,490,2143606
3,298,1289006
1,1000,4281108
2,509,2144116
3,299,1289306
1,999,4282108
2,490,2144606
3,309,1289616
1,1000,4283108
2,509,2145116
3,290,1289906
1,1000,4284108
2,490,2145606
3,301,1290208
1,999,4285108
2,509,2146116
3,298,1290506
1,1000,4286108
2,490,2146606
3,300,1290806
1,999,4287108
2,509,2147116
3,317,1291124
1,1000,4288108
2,490,2147606
3,282,1291406
1,999,4289108
2,509,2148116
3,301,1291708
1,1000,4290108
2,490,2148606
3,298,1292006
1,999,4291108
2,509,2149116
3,299,1292306
1,999,4292108
2,490,2149606
3,309,1292616
1,1000,4293108
2,509,2150116
3,290,1292906
1,999,4294108
2,490,2150606
3,301,1293208
1,1000,4295108
2,509,2151116
3,298,1293506
1,1000,4296108
2,490,2151606
3,300,1293806
1,1000,4297108
2,509,2152116
3,317,1294124
1,1000,4298108
2,490,2152606
3,282,1294406
1,1000,4299108
2,509,2153116
3,301,1294708
1,1000,4300108
2,490,2153606
3,298,1295006
1,1000,4301108
2,509,2154116
3,299,1295306
1,999,4302108
2,490,2154606
3,309,1295616
1,1000,4303108
2,509,2155116
3,290,1295906
1,1000,4304108
2,490,2155606
3,301,1296208
1,1000,4305108
2,509,2156116
3,298,1296506
1,1000,4306108
2,490,2156606
3,300,1296807
1,999,4307108
2,509,2157116
3,317,1297124
1,1000,4308108
2,490,2157606
3,282,1297406
1,1000,4309108
2,509,2158116
3,301,1297708
1,999,4310108
2,490,2158606
3,298,1298006
1,1000,4311108
2,509,2159116
3,300,1298306
1,999,4312108
2,490,2159606
3,309,1298616
1,1000,4313108
2,509,2160116
3,290,1298906
1,999,4314108
2,490,2160606
3,301,1299208
1,1000,4315108
2,509,2161116
3,298,1299506
1,1000,4316108
2,490,2161606
3,300,1299807
1,1000,4317108
2,509,2162116
3,317,1300124
1,1000,4318108
2,490,2162606
3,282,1300406
1,999,4319108
2,509,2163116
3,301,1300708
1,1000,4320108
2,490,2163606
3,298,1301006
1,1000,4321108
2,509,2164116
3,300,1301307
1,999,4322108
2,490,2164606
3,309,1301616
1,1000,4323108
2,509,2165116
3,290,1301906
1,1000,4324108
2,490,2165606
3,301,1302208
1,1000,4325108
2,509,2166116
3,298,1302506
1,1000,4326108
2,490,2166606
3,300,1302807
1,999,4327108
2,509,2167116
3,316,1303123
1,1000,4328108
2,490,2167606
3,282,1303406
1,999,4329108
2,509,2168116
3,301,1303708
1,1000,4330108
2,490,2168606
3,298,1304006
1,1000,4331108
2,509,2169116
3,300,1304306
1,999,4332108
2,490,2169606
3,309,1304616
1,1000,4333108
2,509,2170116
3,290,1304906
1,1000,4334108
2,490,2170606
3,301,1305208
1,1000,4335108
2,509,2171116
3,298,1305506
1,999,4336108
2,490,2171606
3,300,1305806
1,999,4337108
2,509,2172116
3,317,1306124
1,1000,4338108
2,490,2172606
3,282,1306406
1,1000,4339108
2,509,2173116
3,301,1306708
1,1000,4340108
2,490,2173606
3,298,1307006
1,1000,4341108
2,509,2174116
3,300,1307306
1,1000,4342108
2,490,2174606
3,309,1307616
1,1000,4343108
2,509,2175116
3,290,1307906
1,1000,4344108
2,490,2175606
3,301,1308208
1,1000,4345108
2,509,2176116
3,298,1308506
1,1000,4346108
2,490,2176606
3,300,1308807
1,1000,4347108
2,509,2177116
3,317,1309124
1,999,4348108
2,490,2177606
3,282,1309406
1,1000,4349108
2,509,2178116
3,301,1309708
1,1000,4350108
2,490,2178606
3,298,1310006
1,999,4351108
2,509,2179116
3,300,1310306
1,1000,4352108
2,490,2179606
3,309,1310616
1,1000,4353108
2,509,2180116
3,290,1310906
1,1000,4354108
2,490,2180606
3,301,1311208
1,999,4355108
2,509,2181116
3,298,1311506
1,1000,4356108
2,490,2181606
3,300,1311806
1,1000,4357108
2,509,2182116
3,317,1312124
1,1000,4358108
2,490,2182606
3,282,1312406
1,1000,4359108
2,509,2183116
3,301,1312708
1,999,4360108
2,490,2183606
3,298,1313006
1,999,4361108
2,509,2184116
3,300,1313306
1,1000,4362108
2,490,2184606
3,309,1313616
1,1000,4363108
2,509,2185116
3,289,1313906
1,1000,4364108
2,490,2185606
3,301,1314208
1,1000,4365108
2,509,2186116
3,298,1314506
1,1000,4366108
2,490,2186606
3,300,1314807
1,999,4367108
2,509,2187116
3,316,1315123
1,1000,4368108
2,490,2187606
3,282,1315406
1,1000,4369108
2,509,2188116
3,301,1315708
1,1000,4370108
2,490,2188606
3,298,1316006
1,999,4371108
2,509,2189116
3,299,1316306
1,1000,4372108
2,490,2189606
3,309,1316616
1,1000,4373108
2,509,2190116
3,290,1316906
1,1000,4374108
2,490,2190606
3,301,1317208
1,999,4375108
2,509,2191116
3,298,1317506
1,1000,4376108
2,490,2191606
3,300,1317807
1,1000,4377108
2,509,2192116
3,317,1318124
1,1000,4378108
2,490,2192606
3,282,1318406
1,1000,4379108
2,509,2193116
3,301,1318708
1,1000,4380108
2,490,2193606
3,298,1319006
1,1000,4381108
2,509,2194116
3,300,1319306
1,1000,4382108
2,490,2194606
3,309,1319616
1,1000,4383108
2,509,2195116
3,290,1319906
1,1000,4384108
2,490,2195606
3,301,1320208
1,999,4385108
2,509,2196116
3,298,1320506
1,999,4386108
2,490,2196606
3,300,1320807
1,1000,4387108
2,510,2197116
3,317,1321124
1,1000,4388108
2,490,2197606
